title,link
"Authorizations From 10/01/2006 Thru 9/30/2024

    ",https://catalog.data.gov/dataset/authorizations-from-10-01-2006-thru-12-31-2022
"Hunting and Fishing License Sales Volume

    ",https://catalog.data.gov/dataset/hunting-and-fishing-license-sales-volume
"Local Area Unemployment Statistics (LAUS), Annual Average

    ",https://catalog.data.gov/dataset/local-area-unemployment-statistics-laus-annual-average
"Form 13F Data Sets

    ",https://catalog.data.gov/dataset/form-13f-data-sets
"DC COVID-19 Weekly Cases

    ",https://catalog.data.gov/dataset/dc-covid-19-weekly-cases
"Index, Violent, Property, and Firearm Rates By County: Beginning 1990

    ",https://catalog.data.gov/dataset/index-violent-property-and-firearm-rates-by-county-beginning-1990
"TIGER/Line Shapefile, 2023, County, Los Angeles County, CA, Topological Faces (Polygons With All Geocodes)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-county-los-angeles-county-ca-topological-faces-polygons-with-all-geoc
"Food Waste Recycling Impact

    ",https://catalog.data.gov/dataset/food-waste-recycling-impact
"CDC WONDER: Sexually Transmitted Disease (STD) Morbidity

    ",https://catalog.data.gov/dataset/cdc-wonder-sexually-transmitted-disease-std-morbidity-3c1c4
"National Survey on Drug Use and Health (NSDUH-2013)

    ",https://catalog.data.gov/dataset/national-survey-on-drug-use-and-health-nsduh-2013
"PEPFAR Supply Chain Management System (SCMS) Delivery History

    ",https://catalog.data.gov/dataset/pepfar-supply-chain-management-system-scms-delivery-history
"FCC Universal Licensing System (ULS)

    ",https://catalog.data.gov/dataset/fcc-universal-licensing-system-uls
"COVID-19 Cases and Deaths by Race/Ethnicity - ARCHIVE

    ",https://catalog.data.gov/dataset/covid-19-cases-and-deaths-by-race-ethnicity
"Medicare Durable Medical Equipment, Devices & Supplies - by Referring Provider and Service

    ",https://catalog.data.gov/dataset/medicare-durable-medical-equipment-devices-supplies-by-referring-provider-and-service-7aeab
"Child Mental Health Treatment

    ",https://catalog.data.gov/dataset/child-mental-health-treatment
"Treasury Reporting Rates of Exchange

    ",https://catalog.data.gov/dataset/treasury-reporting-rates-of-exchange-current
"Monthly Rates of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System

    ",https://catalog.data.gov/dataset/monthly-rates-of-laboratory-confirmed-covid-19-hospitalizations-from-the-covid-net-surveil
"NYPD Hate Crimes

    ",https://catalog.data.gov/dataset/nypd-hate-crimes
"Actuarial Information Browser

    ",https://catalog.data.gov/dataset/actuarial-information-browser
"Quarterly Retail Sales Tax Data by County and City

    ",https://catalog.data.gov/dataset/quarterly-retail-sales-tax-data-by-county-and-city
"HCUP Nationwide Readmissions Database (NRD)- Restricted Access Files

    ",https://catalog.data.gov/dataset/healthcare-cost-and-utilization-project-nationwide-readmissions-database-nrd
"Geologic map of South Asia (geo8ag)

    ",https://catalog.data.gov/dataset/geologic-map-of-south-asia-geo8ag
"Do Not Call (DNC) Reported Calls Data - API

    ",https://catalog.data.gov/dataset/do-not-call-dnc-reported-calls-data-api
"Collection
            
Federal Railroad Administration GIS Web Mapping Application

    ",https://catalog.data.gov/dataset/federal-railroad-administration-gis-web-mapping-application
"Capital Area Food Bank Hunger Estimates

    ",https://catalog.data.gov/dataset/capital-area-food-bank-hunger-estimates
"Corporate Data Warehouse (CDW)

    ",https://catalog.data.gov/dataset/corporate-data-warehouse-cdw
"Supplemental Nutrition Assistance Program Participation and Cost Data

    ",https://catalog.data.gov/dataset/supplemental-nutrition-assistance-program-participation-and-cost-data
"Forest Inventory and Analysis Database

            NGDA
        

    ",https://catalog.data.gov/dataset/forest-inventory-and-analysis-database-a9cd7
"Energy Prices, Dollars per Million Btu: Beginning 1970

    ",https://catalog.data.gov/dataset/energy-prices-dollars-per-million-btu-beginning-1970
"National Interagency Fire Occurrence Sixth Edition 1992-2020 (Feature Layer)

    ",https://catalog.data.gov/dataset/national-interagency-fire-occurrence-sixth-edition-1992-2020-feature-layer
"Species of Greatest Conservation Need National Database

    ",https://catalog.data.gov/dataset/species-of-greatest-conservation-need-national-database
"U.S. Active Duty Military Deaths Since 1 JAN 2001

    ",https://catalog.data.gov/dataset/u-s-active-duty-military-deaths-since-1-jan-2001
"Monthly Child Care Services Data Report - Families Served by ZIP Code 2024 Q2

    ",https://catalog.data.gov/dataset/monthly-child-care-services-data-report-families-served-by-zip-code-2024-q2
"MD COVID-19 - MASTER Case Tracker

    ",https://catalog.data.gov/dataset/md-covid-19-master-case-tracker
"Census TIGER/Line - Roads

            NGDA
        

    ",https://catalog.data.gov/dataset/census-tiger-line-roads1
"Collection
            
Vehicle Crash Test Database

    ",https://catalog.data.gov/dataset/vehicle-crash-test-database
"VHA Support Service Center Capital Assets (VSSC)

    ",https://catalog.data.gov/dataset/vha-support-service-center-capital-assets-vssc
"National Transportation Safety Board Data

    ",https://catalog.data.gov/dataset/national-transportation-safety-board-data
"TIGER/Line Shapefile, Current, Nation, U.S., County and Equivalent Entities

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-nation-u-s-county-and-equivalent-entities
"Evictions

    ",https://catalog.data.gov/dataset/evictions
"Influenza Surveillance

    ",https://catalog.data.gov/dataset/influenza-surveillance-aa972
"Historic Landmark Sites

    ",https://catalog.data.gov/dataset/historic-landmark-sites
"Los Angeles International Airport - Flight Operations By Month

    ",https://catalog.data.gov/dataset/los-angeles-international-airport-flight-operations-by-month
"Grocery Stores

    ",https://catalog.data.gov/dataset/grocery-stores-fb200
"Travel and Tourism Satellite Account

    ",https://catalog.data.gov/dataset/travel-and-tourism-satellite-account
"Agency Identifier

    ",https://catalog.data.gov/dataset/agency-identifier
"NOAA Raster Navigational Charts (RNC)

            NGDA
        

    ",https://catalog.data.gov/dataset/noaa-raster-navigational-charts-rnc1
"College Credit Card Marketing Agreements Data

    ",https://catalog.data.gov/dataset/college-credit-card-marketing-agreements-data
"ChemIDplus

    ",https://catalog.data.gov/dataset/chemidplus-subset-33c85
"Race and ethnicity of the national Medicaid and CHIP population

    ",https://catalog.data.gov/dataset/race-and-ethnicity-of-the-national-medicaid-and-chip-population
"TIGER/Line Shapefile, 2020, Nation, U.S., Core Based Statistical Areas (CBSA)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2020-nation-u-s-core-based-statistical-areas-cbsa
"State Drug Utilization Data 2024

    ",https://catalog.data.gov/dataset/state-drug-utilization-data-2024
"Lunar Map Catalog

    ",https://catalog.data.gov/dataset/lunar-map-catalog
"Integrated Compliance Information System (ICIS)

    ",https://catalog.data.gov/dataset/integrated-compliance-information-system-icis
"USDA Plant Hardiness Zone Map (PHZM)

    ",https://catalog.data.gov/dataset/usda-plant-hardiness-zone-map-phzm-fdfe1
"People Receiving Homeless Response Services by Age, Race, and Gender

    ",https://catalog.data.gov/dataset/people-receiving-homeless-response-services-by-age-race-ethnicity-and-gender-b667d
"Geographic Names Information System (GNIS) - USGS National Map Downloadable Data Collection

            NGDA
        

    ",https://catalog.data.gov/dataset/geographic-names-information-system-gnis-usgs-national-map-downloadable-data-collection
"FDA Adverse Event Reporting System (FAERS): Latest Quartely Data Files

    ",https://catalog.data.gov/dataset/fda-adverse-event-reporting-system-faers-latest-quartely-data-files
"United States Stage IV Quantitative Precipitation Archive

    ",https://catalog.data.gov/dataset/united-states-stage-iv-quantitative-precipitation-archive-4466b
"NOAA Next Generation Radar (NEXRAD) Level 2 Base Data

    ",https://catalog.data.gov/dataset/noaa-next-generation-radar-nexrad-level-2-base-data2
"National Intimate Partner and Sexual Violence Survey (NISVS)

    ",https://catalog.data.gov/dataset/national-intimate-partner-and-sexual-violence-survey-nisvs
"TIGER/Line Shapefile, 2022, State, New York, NY, Census Tract

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-state-new-york-ny-census-tract
"Monthly Provisional Counts of Deaths by Select Causes, 2020-2023

    ",https://catalog.data.gov/dataset/monthly-counts-of-deaths-by-select-causes-2020-2021-2785a
"Time Series Economic Indicators Time Series -: Advance Monthly Sales for Retail and Food Services

    ",https://catalog.data.gov/dataset/time-series-economic-indicators-time-series-advance-monthly-sales-for-retail-and-food-serv
"National School Lunch Assistance Program Participation and Meals Served Data

    ",https://catalog.data.gov/dataset/national-school-lunch-assistance-program-participation-and-meals-served-data
"The Impacts of Restrictive Housing on Inmate Behavior, Mental Health, and Recidivism, and Prison Systems and Personnel, Florida, 2007-2020

    ",https://catalog.data.gov/dataset/the-impacts-of-restrictive-housing-on-inmate-behavior-mental-health-and-recidivism-an-2007-5b6ce
"BuildingsBench: A Large-Scale Dataset of 900K Buildings and Benchmark for Short-Term Load Forecasting

    ",https://catalog.data.gov/dataset/buildingsbench-a-large-scale-dataset-of-900k-buildings-and-benchmark-for-short-term-load-f
"TIGER/Line Shapefile, 2022, Nation, U.S., Military Installation

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-nation-u-s-military-installation
"MD iMAP: Maryland Property Data - Tax Map Grids

    ",https://catalog.data.gov/dataset/md-imap-maryland-property-data-tax-map-grids
"TIGER/Line Shapefile, 2023, County, Philadelphia County, PA, Topological Faces (Polygons With All Geocodes)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-county-philadelphia-county-pa-topological-faces-polygons-with-all-geo
"Aviation Facilities

            NGDA
        

    ",https://catalog.data.gov/dataset/aviation-facilities1
"Prescription Monitoring Program: Prescription Dispensations

    ",https://catalog.data.gov/dataset/prescription-dispensations
"State Small Business Credit Initiative (SSBCI) Transactions Dataset

    ",https://catalog.data.gov/dataset/state-small-business-credit-initiative-ssbci-transactions-dataset
"Water quality data

    ",https://catalog.data.gov/dataset/water-quality-data-56041
"Public Company Bankruptcy Cases Opened and Monitored

    ",https://catalog.data.gov/dataset/public-company-bankruptcy-cases-opened-and-monitored
"Fails-to-Deliver Data

    ",https://catalog.data.gov/dataset/fails-to-deliver-data
"Professional Medical Billing Services (SV1) Header Information

    ",https://catalog.data.gov/dataset/professional-medical-billing-services-sv1-header-information
"Rental Housing Finance Survey

    ",https://catalog.data.gov/dataset/rental-housing-finance-survey
"Collection
            
The Pedestrian Crash Data Study (PCDS)

    ",https://catalog.data.gov/dataset/the-pedestrian-crash-data-study-pcds
"Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 02-17-2025-to-02-23-2025

    ",https://catalog.data.gov/dataset/product-data-for-newly-reported-drugs-in-the-medicaid-drug-rebate-program-02-17-2025-to-23
"NASA Disasters Mapping Portal

    ",https://catalog.data.gov/dataset/nasa-disasters-mapping-portal
"Manufacturing Cost Guide

    ",https://catalog.data.gov/dataset/manufacturing-cost-guide-7ccbc
"CDC Behavioral Risk Factor Surveillance System (BRFSS)

    ",https://catalog.data.gov/dataset/cdc-behavioral-risk-factor-surveillance-system-brfss
"Federal Hiring Assessments and Selection Outcome Dataset

    ",https://catalog.data.gov/dataset/federal-hiring-assessments-and-selection-outcome-dataset
"Technology Reference Model

    ",https://catalog.data.gov/dataset/technology-reference-model
"Global Coral Bleaching Database (NCEI Accession 0228498)

    ",https://catalog.data.gov/dataset/global-coral-bleaching-database-ncei-accession-0228498
"National Coral Reef Monitoring Program: Water chemistry of the coral reefs in the Pacific Ocean

    ",https://catalog.data.gov/dataset/national-coral-reef-monitoring-program-water-chemistry-of-the-coral-reefs-in-the-pacific-ocean1
"Synthetic Healthcare Database for Research (SyH-DR)

    ",https://catalog.data.gov/dataset/synthetic-healthcare-database-for-research-syh-dr
"TIGER/Line Shapefile, Current, State, California, 2020 Census Block

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-california-2020-census-block
"Chronic Wasting Disease distribution in the United States by state and county (ver. 2.0, April 2024)

    ",https://catalog.data.gov/dataset/chronic-wasting-disease-distribution-in-the-united-states-by-state-and-county
"Emsi dataset

    ",https://catalog.data.gov/dataset/emsi-dataset
"New York City Council Capital Budget

    ",https://catalog.data.gov/dataset/new-york-city-council-capital-budget
"Purchase Order Quantity Price detail for Commodity/Goods procurements

    ",https://catalog.data.gov/dataset/purchase-order-quantity-price-detail-for-commodity-goods-procurements
"Bikeshare (Docked and Dockless) and E-scooter Systems by Year and City Served

    ",https://catalog.data.gov/dataset/bikeshare-docked-and-dockless-and-e-scooter-systems-by-year-and-city-served
"North American Bird Banding Program Dataset 1960-2023 retrieved 2023-07-12

    ",https://catalog.data.gov/dataset/north-american-bird-banding-program-dataset-1960-2023-retrieved-2023-07-12
"Hospital Quarterly Financial & Utilization Report - Complete Data Set

    ",https://catalog.data.gov/dataset/hospital-quarterly-financial-utilization-report-complete-data-set-7a3e2
"SNAP - Soil Nutrient Assessment Program

    ",https://catalog.data.gov/dataset/snap-soil-nutrient-assessment-program-67d65
"GTW.D.4 - Employee attrition rate

    ",https://catalog.data.gov/dataset/gtw-d-4-employee-attrition-rate-553c5
"Database of Interacting Proteins (DIP)

    ",https://catalog.data.gov/dataset/database-of-interacting-proteins-dip
"Monthly production of U.S. natural resources revenue

    ",https://catalog.data.gov/dataset/monthly-production-of-u-s-natural-resources-revenue
"Proportion of High School Students Who Smoked Cigarettes in the Past 30 Days (LGHC Indicator)

    ",https://catalog.data.gov/dataset/proportion-of-high-school-students-who-smoked-cigarettes-in-the-past-30-days-lghc-indicato-77a29
"Purchase Order Data

    ",https://catalog.data.gov/dataset/purchase-order-data
"COVID-19 Post-Vaccination Infection Data (ARCHIVED)

    ",https://catalog.data.gov/dataset/covid-19-post-vaccination-infection-data-archived-a6744
"U.S. Congressional Districts

    ",https://catalog.data.gov/dataset/u-s-congressional-districts-91554
"United States Climate Reference Network (USCRN) Quality Controlled Datasets

    ",https://catalog.data.gov/dataset/united-states-climate-reference-network-uscrn-quality-controlled-datasets3
"Automobiles Annual Imports and Exports Through Port Authority of NY NJ Maritime Terminals: Beginning 2000

    ",https://catalog.data.gov/dataset/automobiles-annual-imports-and-exports-through-port-authority-of-ny-nj-maritime-terminals-
"Postsecondary Education Participants System

    ",https://catalog.data.gov/dataset/postsecondary-education-participants-system-a9084
"National watershed boundary (HUC12) dataset for the conterminous United States, retrieved 10/26/2020

    ",https://catalog.data.gov/dataset/national-watershed-boundary-huc12-dataset-for-the-conterminous-united-states-retrieved-26-
"Executive Orders from 1994-Present

    ",https://catalog.data.gov/dataset/executive-orders-from-1994-present
"Department of Finance Digital Tax Map

    ",https://catalog.data.gov/dataset/department-of-finance-digital-tax-map
"VSRR Provisional Maternal Death Counts and Rates

    ",https://catalog.data.gov/dataset/vsrr-provisional-maternal-death-counts
"Global Data Assimilation System (GDAS)

    ",https://catalog.data.gov/dataset/global-data-assimilation-system-gdas2
"2012-2020 Greenhouse Gas National- and State-Level Emission Totals by Industry

    ",https://catalog.data.gov/dataset/2012-2020-greenhouse-gas-national-and-state-level-emission-totals-by-industry
"The Tax Burden on Tobacco, 1970-2019

    ",https://catalog.data.gov/dataset/the-tax-burden-on-tobacco-1970-2018
"Estimated annual agricultural pesticide use by major crop or crop group for states of the conterminous United States, 1992-2019 (including preliminary estimates for 2018-19)

    ",https://catalog.data.gov/dataset/estimated-annual-agricultural-pesticide-use-by-major-crop-or-crop-group-for-states-of-t-20
"USEEIO State Models v1.0 for 2020

    ",https://catalog.data.gov/dataset/useeio-state-models-v1-0-for-2020
"ETOPO 2022 15 Arc-Second Global Relief Model

    ",https://catalog.data.gov/dataset/etopo-2022-15-arc-second-global-relief-model2
"Type 2 Diabetes

    ",https://catalog.data.gov/dataset/type-2-diabetes
"DC Crime Cards

    ",https://catalog.data.gov/dataset/dc-crime-cards
"Clean Air Markets Program Data Application (CAMPD)

    ",https://catalog.data.gov/dataset/clean-air-markets-allowances-query-wizard
"NUOnet (Nutrient Use and Outcome Network) database

    ",https://catalog.data.gov/dataset/nuonet-nutrient-use-and-outcome-network-database-5f80f
"CDC WONDER: Births

    ",https://catalog.data.gov/dataset/cdc-wonder-births
"Fertilizer Use and Price

    ",https://catalog.data.gov/dataset/fertilizer-use-and-price
"Iowa Student Outcomes

    ",https://catalog.data.gov/dataset/iowa-student-outcomes
"National Epidemiologic Survey on Alcohol and Related Conditions (NESARC)—Wave 1 (2001–2002), and Wave 2 (2004–2005)

    ",https://catalog.data.gov/dataset/national-epidemiologic-survey-on-alcohol-and-related-conditions-nesarcwave-1-20012002-and-
"Harmonized Tariff Schedule of the United States (2022)

    ",https://catalog.data.gov/dataset/harmonized-tariff-schedule-of-the-united-states-2022-e2058
"Federal Environmental Requirements for Construction

    ",https://catalog.data.gov/dataset/federal-environmental-requirements-for-construction
"MSHA Mines Dataset

    ",https://catalog.data.gov/dataset/msha-mines-dataset
"Health Care Cost Growth

    ",https://catalog.data.gov/dataset/health-care-cost-growth
"Sustainable Materials Management (SMM) - Materials and Waste Management in the United States Key Facts and Figures

    ",https://catalog.data.gov/dataset/sustainable-materials-management-smm-materials-and-waste-management-in-the-united-states-key-fa12
"Clean Air Status and Trends Network (CASTNET) Download Data Module

    ",https://catalog.data.gov/dataset/clean-air-status-and-trends-network-castnet-download-data-module
"USGS National Geologic Map Database Collection

            NGDA
        

    ",https://catalog.data.gov/dataset/usgs-national-geologic-map-database-collection
"Prevailing Wage Program Historical Data

    ",https://catalog.data.gov/dataset/prevailing-wage-program-historical-data
"Taxi Trips (2024-)

    ",https://catalog.data.gov/dataset/taxi-trips-2024
"Commercial Buildings Energy Consumption Survey

    ",https://catalog.data.gov/dataset/commercial-buildings-energy-consumption-survey
"Affordable Housing

    ",https://catalog.data.gov/dataset/affordable-housing
"Estimates of Emergency Department Visits in the United States from 2016-2022

    ",https://catalog.data.gov/dataset/estimates-of-emergency-department-visits-in-the-united-states-from-2016-2019-faa2a
"National Driver Register (NDR) -

    ",https://catalog.data.gov/dataset/national-driver-register-ndr
"Yellowstone National Park Tract and Boundary Data

    ",https://catalog.data.gov/dataset/yellowstone-national-park-tract-and-boundary-data
"Current Employee Names, Salaries, and Position Titles

    ",https://catalog.data.gov/dataset/current-employee-names-salaries-and-position-titles
"2018 Central Park Squirrel Census - Squirrel Data

    ",https://catalog.data.gov/dataset/2018-central-park-squirrel-census-squirrel-data
"Choose Maryland:  Compare Counties - Demographics

    ",https://catalog.data.gov/dataset/choose-maryland-compare-counties-demographics
"West Africa Land Use Land Cover Time Series

    ",https://catalog.data.gov/dataset/west-africa-land-use-land-cover-time-series
"Hospitalization Rate Related To Alzheimer's Or Other Dementias 2008-2017

    ",https://catalog.data.gov/dataset/hospitalization-rate-related-to-alzheimers-or-other-dementias-2008-2017
"State Online Query System (SOLQ)

    ",https://catalog.data.gov/dataset/state-online-query-system-solq
"FY 2022 Federal Real Property Profile (FRPP) Public Dataset

    ",https://catalog.data.gov/dataset/fy-2022-federal-real-property-profile
"United States Stateplane Zones - NAD83

    ",https://catalog.data.gov/dataset/united-states-stateplane-zones-nad83
"Microplastic and Microparticle Data from Surface Water: San Francisco Bay and Adjacent Sanctuaries

    ",https://catalog.data.gov/dataset/microplastic-and-microparticle-data-from-surface-water-san-francisco-bay-and-adjacent-sanc
"FAFSA® Completion by High School and Public School District

    ",https://catalog.data.gov/dataset/fafsa-completion-by-high-school-and-public-school-district-c40a3
"Congressional Districts

    ",https://catalog.data.gov/dataset/congressional-districts5
"MarineCadastre.gov

    ",https://catalog.data.gov/dataset/marinecadastre-gov1
"PRASA coral survey data

    ",https://catalog.data.gov/dataset/prasa-coral-survey-data
"Bulk Download Facility

    ",https://catalog.data.gov/dataset/bulk-download-facility
"Capital Metro Shapefiles - JUNE 2022

    ",https://catalog.data.gov/dataset/capital-metro-shapefiles-june-2022
"Time Series International Trade: Monthly U.S. Imports by Harmonized System (HS) Code

    ",https://catalog.data.gov/dataset/time-series-international-trade-monthly-u-s-imports-by-harmonized-system-hs-code
"Pharmacies

    ",https://catalog.data.gov/dataset/pharmacies
"National Highway Planning Network

    ",https://catalog.data.gov/dataset/national-highway-planning-network1
"Drug Products in the Medicaid Drug Rebate Program

    ",https://catalog.data.gov/dataset/drug-products-in-the-medicaid-drug-rebate-program-2933e
"NSF Social Media

    ",https://catalog.data.gov/dataset/nsf-social-media
"USEEIO Models with Import Emission Factors for Greenhouse Gases for 2022 from CEDA coupled model

    ",https://catalog.data.gov/dataset/useeio-models-with-import-emission-factors-for-greenhouse-gases-for-2022-from-ceda-coupled
"Fraud and Abuse Report

    ",https://catalog.data.gov/dataset/fraud-and-abuse-report-100af
"Report on U.S. Methane Emissions 1990-2020: Inventories, Projections, and Opportunities for Reductions: 2001 Updated emission and cost estimates

    ",https://catalog.data.gov/dataset/report-on-u-s-methane-emissions-1990-2020-inventories-projections-and-opportunities-for-re
"Georeferenced Population Datasets of Mexico (GEO-MEX): GIS of Mexican States, Municipalities and Islands

    ",https://catalog.data.gov/dataset/georeferenced-population-datasets-of-mexico-geo-mex-gis-of-mexican-states-municipalities-a
"Travel Advisories

    ",https://catalog.data.gov/dataset/travel-alerts-3417f
"Pediatric Emergency Department and Primary Care Visits (UPMC)

    ",https://catalog.data.gov/dataset/pediatric-emergency-department-and-primary-care-visits-upmc
"Housing - Average Apartment Rent

    ",https://catalog.data.gov/dataset/housing-average-apartment-rent-ac790
"Washington State Cities and Counties

    ",https://catalog.data.gov/dataset/washington-state-cities-and-counties
"Inactive ingredient Search for Approved Drug Products

    ",https://catalog.data.gov/dataset/inactive-ingredient-search-for-approved-drug-products
"Periodical Cicada Broods (Feature Layer)

    ",https://catalog.data.gov/dataset/periodical-cicada-broods-feature-layer-455b1
"Process-structure-properties investigations for laser powder bed fused IN718 in the as-built condition

    ",https://catalog.data.gov/dataset/process-structure-properties-investigations-for-laser-powder-bed-fused-in718-in-the-as-bui-59b4c
"Living Wage

    ",https://catalog.data.gov/dataset/living-wage-72c58
"NCEI/WDS Global Significant Earthquake Database, 2150 BC to Present

    ",https://catalog.data.gov/dataset/ncei-wds-global-significant-earthquake-database-2150-bc-to-present1
"Cobalt Deposits in the United States

    ",https://catalog.data.gov/dataset/cobalt-deposits-in-the-united-states
"North American Rail Network Lines - Class I Freight Railroads View

    ",https://catalog.data.gov/dataset/north-american-rail-network-lines-class-i-freight-railroads-view2
"Corporate Registration

    ",https://catalog.data.gov/dataset/corporate-registration
"District Court - Case Search

    ",https://catalog.data.gov/dataset/district-court-case-search
"Local Weather Archive

    ",https://catalog.data.gov/dataset/local-weather-archive
"Major Sport Venues

    ",https://catalog.data.gov/dataset/major-sport-venues
"MTA Daily Ridership and Traffic: Beginning 2020

    ",https://catalog.data.gov/dataset/mta-daily-ridership-and-traffic-beginning-2020
"Percent Household Income $50,000 to $74,999

    ",https://catalog.data.gov/dataset/percent-household-income-50000-to-74999-8a963
"Obesity Percentages

    ",https://catalog.data.gov/dataset/obesity-percentages-090d2
"Corporations and Other Entities: All Filings - Address

    ",https://catalog.data.gov/dataset/corporations-and-other-entities-all-filings-address
"Debt to the Penny

    ",https://catalog.data.gov/dataset/debt-to-the-penny
"Marketing and Outreach Advertising Materials Purchase

    ",https://catalog.data.gov/dataset/marketing-and-outreach-advertising-materials-purchase-dd112
"Prediction Of Worldwide Energy Resources (POWER)

    ",https://catalog.data.gov/dataset/prediction-of-worldwide-energy-resources-power
"Hazardous Substances Data Bank (HSDB)

    ",https://catalog.data.gov/dataset/hazardous-substances-data-bank-hsdb-28053
"Crashes in DC

    ",https://catalog.data.gov/dataset/crashes-in-dc
"Weekly Counts of Deaths by State and Select Causes, 2014-2019

    ",https://catalog.data.gov/dataset/weekly-counts-of-deaths-by-state-and-select-causes-2014-2018
"The NBS Tables of Chemical Thermodynamic Properties: Selected Values for Inorganic and C1 and C2 Organic Substances in SI Units

    ",https://catalog.data.gov/dataset/the-nbs-tables-of-chemical-thermodynamic-properties-selected-values-for-inorganic-and-c1-a-8162e
"NIST Computational Chemistry Comparison and Benchmark Database - SRD 101

    ",https://catalog.data.gov/dataset/nist-computational-chemistry-comparison-and-benchmark-database-srd-101-e19c1
"Department of Agriculture Inventory of Artificial Intelligence Use Cases

    ",https://catalog.data.gov/dataset/department-of-agriculture-inventory-of-artificial-intelligence-use-cases
"Consumer Airfare Report: Table 5 - Detailed Fare Information For Highest and Lowest Fare Markets Under 750 Miles

    ",https://catalog.data.gov/dataset/consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark
"Supply Chain Shipment Pricing Data

    ",https://catalog.data.gov/dataset/supply-chain-shipment-pricing-data-e75ff
"Abandoned Plan Search Database

    ",https://catalog.data.gov/dataset/abandoned-plan-search-database-422f4
"Facility Registry Service (FRS)

    ",https://catalog.data.gov/dataset/facility-registry-service-frs
"Aquifers

    ",https://catalog.data.gov/dataset/aquifers1
"Project Management

    ",https://catalog.data.gov/dataset/project-management
"Air Quality Annual Summary

    ",https://catalog.data.gov/dataset/air-quality-annual-summary
"Military Bases

    ",https://catalog.data.gov/dataset/military-bases-4294e
"Shipping Fairways, Lanes, and Zones for US waters

    ",https://catalog.data.gov/dataset/shipping-fairways-lanes-and-zones-for-us-waters1
"Fatality Analysis Reporting System (FARS) 2022 - Accidents

    ",https://catalog.data.gov/dataset/fatality-analysis-reporting-system-fars-2022-accidents1
"USAID Public-Private Partnerships Database

    ",https://catalog.data.gov/dataset/usaid-public-private-partnerships-database
"Adult Tobacco Consumption In The U.S., 2000-Present

    ",https://catalog.data.gov/dataset/adult-tobacco-consumption-in-the-u-s-2000-present
"COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths

    ",https://catalog.data.gov/dataset/covid-19-daily-counts-of-cases-hospitalizations-and-deaths
"U.S. Bioenergy Statistics

    ",https://catalog.data.gov/dataset/u-s-bioenergy-statistics
"Office-based Health Care Providers Database

    ",https://catalog.data.gov/dataset/office-based-health-care-providers-database
"Tourism Information Centers

    ",https://catalog.data.gov/dataset/tourism-information-centers
"2011-12 Estimations for Enrollment Civil Rights Data Collection

    ",https://catalog.data.gov/dataset/2011-12-estimations-for-enrollment-civil-rights-data-collection
"Electricity Data: Average Retail Price of Electricity Application Programming Interface (API)

    ",https://catalog.data.gov/dataset/electricity-data-average-retail-price-of-electricity-application-programming-interface-api
"EMS Incident Dispatch Data

    ",https://catalog.data.gov/dataset/ems-incident-dispatch-data
"Superior Court Clerk - Records Access Portal

    ",https://catalog.data.gov/dataset/superior-court-clerk-records-access-portal
"Truck Size and Weight Enforcement Data

    ",https://catalog.data.gov/dataset/truck-size-and-weight-enforcement-data
"US Geothermal District Heating Data

    ",https://catalog.data.gov/dataset/us-geothermal-district-heating-data
"Marine Animal Incident Database

    ",https://catalog.data.gov/dataset/marine-animal-incident-database1
"Database of Economic Incentives

    ",https://catalog.data.gov/dataset/database-of-economic-incentives
"TIGER/Line Shapefile, Current, State, Virginia, Place

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-virginia-place
"Characterization Factors for Construction Material EPD Indicators (ISO21930-LCIA-US) v0.1

    ",https://catalog.data.gov/dataset/characterization-factors-for-construction-material-epd-indicators-iso21930-lcia-us-v0-1
"National Agriculture Imagery Program (NAIP)

    ",https://catalog.data.gov/dataset/national-agriculture-imagery-program-naip
"Social Media

    ",https://catalog.data.gov/dataset/social-media
"Technology, Teen Dating Violence and Abuse, and Bullying in Three States, 2011-2012

    ",https://catalog.data.gov/dataset/technology-teen-dating-violence-and-abuse-and-bullying-in-three-states-2011-2012
"SHIP Cancer Mortality Rate 2009-2021

    ",https://catalog.data.gov/dataset/ship-cancer-mortality-rate-2009-2017
"Zion National Park Trail and Trailhead GIS Datasets

    ",https://catalog.data.gov/dataset/zion-national-park-trail-and-trailhead-gis-datasets
"CTA - Ridership - Daily Boarding Totals

    ",https://catalog.data.gov/dataset/cta-ridership-daily-boarding-totals
"Database of Short Genetic Variations (dbSNP)

    ",https://catalog.data.gov/dataset/dbsnp-database-of-short-genetic-variations
"NCHS - Injury Mortality: United States

    ",https://catalog.data.gov/dataset/nchs-injury-mortality-united-states
